Year,Month,Day,Rain,Evap,MaxTemp,MinTemp,WindVelocity,Solar_Radiation,Bright_Sunshine,Rel_Humidity,PM2.5
2019,3,4,0,7,35,21,6.9,16.2,6.8,93,None
2019,3,5,0,9.6,37.6,19.2,6.8,20.1,9,73,41.05
2019,3,6,0,8,35.8,14.6,5.7,21.4,9,96,59.8
2019,3,7,0,8.2,33.4,13.2,4.3,22.2,9.3,85,63.26
2019,3,8,0,8.1,35,15.8,3.7,21,9.1,84,61.07
2019,3,9,0,7.8,35.6,19,4.7,20.6,8.8,98,39.09
2019,3,10,0,7.6,36.8,19.5,5.6,19.5,8.7,93,41.02
2019,3,11,0,7.7,37,21.4,5.9,20.3,8.9,90,28.94
2019,3,12,0,9,36.8,20.6,10.1,17.6,7,89,30.26
2019,3,13,0,10.6,37.2,22,9.5,18.4,7.3,75,31.18
2019,3,14,0,11.2,37.8,19.6,9.6,19.7,8,73,32.26
2019,3,15,0,11.3,37.6,19.2,8.3,21.1,8.3,75,39.8
2019,3,16,0,12,37.2,21.2,10.7,21.7,9,67,30.53
2019,3,17,0,11.9,37.5,20.2,12,21.7,9,60,32.07
2019,3,18,0,12,37,18.6,9.9,21.8,8.2,68,32.05
2019,3,19,0,10.2,36.8,18.6,9.7,22,9.9,86,23.76
2019,3,20,0,9.2,37,22.2,9.7,20.2,9.3,84,35.62
2019,3,21,0,10.6,37.8,24,12.2,19,7.6,85,33.39
2019,3,22,0,10.7,37.2,21.6,10.2,18.9,7.7,81,29.76
2019,3,23,0,9.6,37.8,21.8,6.7,19.8,8.2,80,35.32
2019,3,24,0,9.3,38.4,21.6,5,19.7,8.2,80,44.78
2019,3,25,0,9.8,37.6,22.8,8.5,20.3,8.6,76,43.77
2019,3,26,0,9.9,37.6,21.8,6.8,20.6,8.6,70,41.5
2019,3,27,0,10.8,38.8,23.8,6.3,21.5,8.6,72,41.99
2019,3,28,0,9.2,38.6,22.2,6.2,20.9,8.7,75,48.58
2019,3,29,0,9.6,39.4,21.2,4.8,21.3,8.8,68,55.67
2019,3,30,0,9.3,39,21.6,3.3,20.7,8.9,81,57.42
2019,3,31,0,10.4,39.8,21.6,6.1,19.8,8.4,67,42.95
2019,4,1,1.3,10.8,40.6,24.4,7.5,19.3,7.9,48,34.93
2019,4,2,0,10,40,23.6,5.8,22.8,8.9,60,37.74
2019,4,3,0,10.7,40.6,24.2,7.5,23.4,9.2,75,40.81
2019,4,4,0,9,38.8,22.2,8.5,15.1,5.9,82,34.34
2019,4,5,0,10.8,38.6,23.6,9.6,21.2,7.9,56,27.08
2019,4,6,0,8.4,38.2,23.2,6,16.6,6,59,27.17
2019,4,7,0,9.8,40,22.4,7.6,21,7.9,83,27.55
2019,4,8,0,10.8,39.2,22.4,8.7,22.6,9.3,72,26.03
2019,4,9,0,10.6,39.6,22.2,8.3,21,8.7,75,31.66
2019,4,10,0,8.6,37.8,20.2,7.1,17.7,6.4,61,30.98
2019,4,11,0,8.6,39.6,23.4,5.9,18.4,7.1,85,24.83
2019,4,12,0,10.3,41.2,25.6,5.6,21.3,7.6,47,29.56
2019,4,13,0,11.8,40,25.6,9.4,21.2,8.4,54,26.72
2019,4,14,0,10.8,40.2,24.8,6.9,21.7,8.4,68,39.11
2019,4,15,0,10.2,39.6,24.6,6.1,22.5,10.5,64,30.57
2019,4,16,0,11.1,39.8,24.2,7.2,21.6,9.7,57,30.92
2019,4,17,0,12.6,39.2,22.6,9.3,23.2,10.5,68,26.02
2019,4,18,0,10.3,38.6,23.6,8.1,17.5,8.3,65,33.81
2019,4,19,27.4,13.6,38.4,21.6,7.6,19.4,9.4,82,23.9
2019,4,20,0.2,8.4,37,23.2,8.1,21.8,9.7,85,20.04
2019,4,21,0.2,7.4,37.2,22.2,9.7,17.5,8.1,91,20.35
2019,4,22,0,9.4,38.6,22.6,7.3,21.4,10,77,23.64
2019,4,23,3.2,8.3,35.6,21.6,8.4,21.8,9.4,83,30.56
2019,4,24,0,8.9,38.2,20.6,6.4,23.6,10.5,81,25.19
2019,4,25,0,10.7,39.2,23,6.5,23.6,11,67,31.53
2019,4,26,0,11.3,40.8,22.8,6.1,20.9,9,70,39.68
2019,4,27,0,11.4,41.4,25.4,6.2,22.8,9.6,56,44.4
2019,4,28,0,11.8,41.6,26.6,5.7,21.9,9.3,58,36.85
2019,4,29,0,11.6,40.6,26.4,7.8,18.8,6.7,62,36.11
2019,4,30,0,11.1,41.4,25.6,6.3,21.1,9.8,67,36.93
2019,5,1,0,9.8,40.6,26.8,6.9,19.2,7.3,71,34.44
2019,5,2,0,13.1,40.8,27.2,9.6,21.5,8.4,30,33.04
2019,5,3,0,14.4,41.6,23.8,9.9,21.8,7.2,39,29.18
2019,5,4,0,13.2,40,23.6,10.2,23.2,9.8,46,25.2
2019,5,5,0,11.7,40,24.9,8.7,23.7,10.6,48,30.99
2019,5,6,0,10.2,40.6,21.2,6.5,22.1,9.7,64,37.16
2019,5,7,0,10.3,41.4,26.6,4.4,22.3,10,50,51.08
2019,5,8,0,11.2,41.8,26.6,4,20.6,7,38,43.66
2019,5,9,0,14.2,41.4,25,8.7,22.2,10,33,36.66
2019,5,10,0,13,41.2,24.6,6.4,23.6,10.2,54,43
2019,5,11,0,11.6,41.4,26.6,5.9,23,10.5,65,40.28
2019,5,12,5.2,12.2,42,22.5,9.1,22.1,9.8,81,33.21
2019,5,13,9.6,8.8,39.8,23,5.2,22.6,8.7,90,35.47
2019,5,14,0,11,41.2,27.2,7.5,23.5,10.8,55,32.46
2019,5,15,0,10.6,41,25.2,6.5,22,9.1,68,35.19
2019,5,16,0,11.9,41.6,25.4,6.6,24.2,10,76,31.71
2019,5,17,0,11,41,23.8,6.2,23,10.6,62,35.21
2019,5,18,0,11,41.6,24.8,4.9,23,10.6,70,45.52
2019,5,19,0,10.7,41.4,25.6,4.6,22.3,9.7,55,52.9
2019,5,20,0,10.8,42.2,27.4,5.3,23.5,9.9,72,41.97
2019,5,21,5.6,11,41.8,25.6,6.4,21.3,9.1,81,37.46
2019,5,22,0,10.8,41.6,25,7.2,20.9,8.9,66,30.3
2019,5,23,0,10.6,41.4,27.6,5.7,22.2,9.2,62,37.54
2019,5,24,0,10.2,42,24.6,8.3,19.8,7.8,77,33.31
2019,5,25,3,10.6,41,23.4,6,23.6,10.3,65,39.66
2019,5,26,0,11.4,41.8,26.2,6,23.8,10.9,61,45.11
2019,5,27,0,13.6,42.8,24.6,6.1,23.8,11.1,48,30.28
2019,5,28,0,11.6,42,28.2,8.1,23.6,10.6,58,32.28
2019,5,29,0,12.4,43.2,25.8,5.1,23,10.7,56,48.03
2019,5,30,0,11.9,42.4,27.2,8.5,23.5,10.3,78,35.51
2019,5,31,0,11.4,41.6,28.4,8.7,20.6,8.5,67,28.91
2019,6,1,0,12,40.8,27.6,8,20.8,10.3,61,27.93
2019,6,2,0,6.3,35.6,25.6,4.8,10.8,0.8,80,33.52
2019,6,3,2.5,11.1,42.6,25.6,9,20.9,9.2,76,19.72
2019,6,4,51.2,9.9,40.2,20.8,11.2,20.4,8.9,95,16.54
2019,6,5,0,8.8,35.8,25.6,4.7,22.3,9.8,86,27.54
2019,6,6,0,8.6,40,27.4,4.7,20.6,9.5,75,28.52
2019,6,7,2.4,11.7,41.6,24.6,10.7,20.1,8,75,22.71
2019,6,8,9.6,8,39.6,21.8,8,20.5,8.5,95,20.66
2019,6,9,0.6,4.4,33.8,25.6,4.7,12.5,0.6,83,25.45
2019,6,10,0,10.8,39,24.8,5,21.4,8.2,75,15.03
2019,6,11,0,11,39,26,7.5,22.3,9.6,80,3.89
2019,6,12,0,10.2,38.4,25.8,9.5,24.6,11.8,68,0.94
2019,6,13,0,12.2,38,24.6,14.2,23.6,11.3,80,5.73
2019,6,14,0,8.7,35.8,23.8,12.4,18.6,8.6,81,11.12
2019,6,15,0,11.6,35.8,25,13.6,21.6,11.7,74,15.13
2019,6,16,0,11.8,38,26.2,14.8,23.4,11.5,68,15.06
2019,6,17,0,12.2,38,26.8,15.8,21.4,10.3,64,17.64
2019,6,18,0,11.2,37.2,25.8,11.6,18.5,4.8,65,15.45
2019,6,19,0,12,38,25.6,13,21.3,8.6,69,14.67
2019,6,20,0,11.7,38.2,25,12.6,22.3,11.1,78,12.15
2019,6,21,0,9.6,37.2,24.6,10.1,16.9,8.2,86,20.05
2019,6,22,2.6,7.9,36.6,21.8,10.4,18.5,5.9,93,19.63
2019,6,23,0,4.2,31.4,24.2,7.6,12.9,0.5,86,18.54
2019,6,24,1.6,4.2,33.8,23,5.5,14.6,3.4,95,17.07
2019,6,25,21.3,7.6,34.2,21.6,5.3,16.3,6.8,99,19.74
2019,6,26,0,5.4,33.8,24.2,4.4,15.7,4.4,89,12.17
2019,6,27,0,7.8,34.6,23.6,11.3,15.4,6.5,81,6
2019,6,28,0,8.1,35.8,23.6,13.4,18.5,8.4,79,5.42
2019,6,29,3.9,6.9,32.8,22.6,14.9,14.8,4,87,8.93
2019,6,30,6.6,4.1,31,21.6,13.4,14.5,2.7,87,14.62
2019,7,1,0,4.4,26.8,22.4,14.1,8.5,0,87,16.69
2019,7,2,1.8,3.2,29.2,22.4,12,8.5,0,90,15.12
2019,7,3,0,4,30,22.8,12.6,9.8,0.3,87,19.97
2019,7,4,0,6.4,32.8,23.4,16,13.7,0.7,85,15.9
2019,7,5,1.5,5.7,33.2,23,14.6,12.5,2.5,87,15.64
2019,7,6,0.8,4.9,31,23,15.3,12.4,0.5,85,16.66
2019,7,7,0,6.9,31.4,23.8,17.4,9.3,0.2,81,16.31
2019,7,8,0,7.7,33.6,24,17.8,15.4,5.3,82,17.26
2019,7,9,0,7.3,33.8,23.8,14.8,13.7,6.4,85,14.55
2019,7,10,0,6,33.8,23,13.2,13.8,3.9,87,12.94
2019,7,11,1.3,8,33.8,23,15,15.3,7.1,85,16.4
2019,7,12,23.6,3.4,35.6,21.6,10.2,16.5,6.2,88,13.49
2019,7,13,2.6,5.2,32,22.8,8.1,15.1,3,88,13.93
2019,7,14,0,6.4,33.6,23.8,10.1,19.8,5.8,82,17.12
2019,7,15,0,7.5,34.4,23.6,9.8,20.8,7.7,82,15.85
2019,7,16,0,6.7,34.4,23.8,9.7,17.2,9,79,20.02
2019,7,17,2.8,6.2,34.6,22.6,8.7,16.4,7.1,85,20.1
2019,7,18,0,6.9,34.4,23.2,8.5,20.4,9.4,84,27.27
2019,7,19,2.8,6.5,35.2,23,6.4,18.3,7.9,95,27.08
2019,7,20,19.4,4.5,33.4,21.4,4.5,13.3,2.8,98,10.12
2019,7,21,0,4.1,30.6,22.6,5,14.4,1.8,92,10.84
2019,7,22,0,5.8,31.6,22.6,7.4,16.8,7.9,90,8.74
2019,7,23,0,6,33.2,22.6,7.3,19.2,9.4,84,3
2019,7,24,0,6.4,33,23,8.6,18.2,6.6,84,5.55
2019,7,25,0,7.2,32.2,23.6,11.4,16.5,6.6,82,8.67
2019,7,26,3.3,4.9,32.6,23.2,10.6,12.8,4.1,84,11.19
2019,7,27,2.3,4.5,29.6,21.4,15.5,10.6,0.2,85,12.43
2019,7,28,0.2,3.6,29.6,22.2,15.9,7.8,0,85,12.69
2019,7,29,7.2,0.8,26,21.8,11.9,5.6,0,91,8.14
2019,7,30,9.9,2,25.6,21,13.7,5.4,0,93,7.47
2019,7,31,0,2.8,27.2,21.8,13.3,10.2,0.2,87,11.04
2019,8,1,2.9,3.1,30.2,22.2,10.7,12.5,4,88,11.51
2019,8,2,17.2,2.6,29.6,21.6,14.3,10.1,0.6,95,6.15
2019,8,3,47.9,2.8,23.6,21.2,13.7,3.5,0,95,6.71
2019,8,4,11.8,1.9,25,21,15.1,7.1,0,98,5.76
2019,8,5,3.7,2.4,28.4,22,16,11.5,0.8,88,7.23
2019,8,6,14.9,3.1,29.2,21.6,15,11.6,1.9,90,8.41
2019,8,7,2.3,3.4,28,22.2,16,10.4,0.5,81,9.67
2019,8,8,10.1,3.5,28,23,15.4,7.3,0,87,13.4
2019,8,9,0.9,3.9,28,23,15.6,11,1.8,85,13.85
2019,8,10,0,4.6,29.2,22.8,14.3,10.2,1.2,85,13.04
2019,8,11,0,4.4,30.6,21.6,11.2,12.4,3.5,91,17.58
2019,8,12,0,5,30.8,21.6,10.2,14.7,8.4,87,22.23
2019,8,13,0.6,3.7,30,22.8,6.2,12.4,4,84,33.64
2019,8,14,3.8,3.2,29,22.4,7.3,10.9,2.4,90,20.3
2019,8,15,0,4.5,31,23,8.5,16,5.6,88,19.11
2019,8,16,0,5.5,31.6,23.2,8.2,18,9.2,87,15.65
2019,8,17,0,6.3,32.2,22.4,7.1,18.1,10.1,97,22.59
2019,8,18,5.9,4.6,31,24,5.4,12.5,8.2,82,24.49
2019,8,19,0,3.1,28.2,22.6,5,8.6,0,90,29.32
2019,8,20,0.5,3.2,31.2,22.6,5,16.1,6.4,92,23.45
